X11,X12,X13,X14,X22,X23,X24,X25,X33,X34,X35,X36,X41,X44,X45,X46,X51,X52,X55,X56,X61,X62,X63,X66
1,,,,1,,,,1,,,,,1,,,,,1,,,,,1
