X11,X12,X14,X15,X22,X23,X25,X26,X31,X33,X34,X36,X41,X44,X45,X46,X52,X54,X55,X56,X63,X64,X65,X66
,1,,,,1,,,1,,,,,1,,,,,1,,,,,1
